    296 00
      1 000000000000000C00404C
      1 000000000000000F00404F
      1 0000000A05050000001024
      1 0000000C02050000004053
      2 0000000D05050000001027
     11 000000A2050500000010BC
      8 000000A6050500000010C0
      2 000000A9050500000010C3
      2 000000AD050500000010C7
      4 000000B1050500000010CB
      2 000000B4050500000010CE
      3 000000B8050500000010D2
      2 000000BB050500000010D5
      1 000000D4050500000010EE
      1 000000EA04050000001003
      1 000000EE04050000001007
      1 000000F705050000001011
      1 000000FC04050000001015
      1 00000B00000000000000101B
      1 0000A4014600140017221048
      1 0000BF010000000000004000
    138 000B00000000000000101B
      2 000B00000000000000404B
      1 000B001700D60000004038
      1 000E001600D6000000403A
      4 00A4014600110017224075
     39 00A4014600120017221046
     16 00A4014600120017224076
     73 00A4014600130017221047
     67 00A4014600140017221048
     68 00A4014600150017221049
     68 00A401460016001722104A
    317 00BF0100000000000010D0
     24 00BF010000000000004000
    147 00C800000086010000105F
      2 00C800000086010000408F
      5 0000001A00D60000001000
      6 0000001A00D60000004030
     56 0000001A00D70000001001
      2 0000001A00D80000001002
     44 0000001B00D70000001002
      9 0000001B00D80000001003
     29 0000001C00D60000001002
     31 0000001C00D70000001003
     10 0000001C05050000001036
      3 0000001D00D50000001002
      6 0000001D00D60000001003
      6 0000001E00D50000001003
      5 0000001F00D50000001004
     14 0000001F05050000001039
    318 001E080100000000001037
     25 001E080100000000004067
      1 00000000002A00D6004040
      1 00000000002C00D6004042
      1 00000000002D00D6004043
      3 00000000002F00D6004045
      3 0000002A00D5000000100F
      8 0000002A05050000001044
      3 0000002B00D50000001010
      2 0000002C00D50000001011
      3 0000002D00D50000001012
      7 0000002D05050000001047
      3 0000002E00D50000001013
      2 0000002F00D50000001014
      1 0000000000003C0000407C
      3 0000003A00D5000000101F
      3 0000003B00D50000001020
      3 0000003C00D50000001021
     10 0000003C05050000001056
      2 0000003D00D40000001021
      1 0000003D00D50000001022
      3 0000003E00D40000001022
      3 0000003F00D40000001023
      9 0000003F05050000001059
      1 00003C00006401000140E2
     15 003F4E4E003F3F3F7D4055
     27 003F4E4E003F3F3F7F4057
      3 0000004A00D4000000102E
      3 0000004A05050000001064
      3 0000004B00D4000000102F
      1 0000004C00D40000001030
      9 0000004D05050000001067
    113 004E374F07066F620610C8
      5 0000005B05050000001075
      1 0000005F000500000040A4
      5 0000005F05050000001079
    139 005B305C6D3F3F3F5C107D
      2 0000006A05050000001084
      4 0000007B05050000001095
      7 0000007F05050000001099
      4 0000008A050500000010A4
      9 0000008D050500000010A7
     17 0000009B050500000010B5
     15 0000009F050500000010B9
      1 0019AA001D1E96E60040BA
    330 00000000192D0200001058
     24 00000000192D0200004088
      1 000000192D0200004088
     36 000400BF010000040010D8
     24 000400BF01000004004008
     72 000500BF010000050010DA
     67 000600BF010000060010DC
     71 000700BF010000070010DE
     93 00764F7E4700375E00102F
     70 000800BF010000080010E0
      3 0001001A00D60000004031
    638 0000000000000000001010
      1 00000000002000D6004036
      1 00000002000A000000101C
      1 00000002000A000200101E
      1 00000002000A000300101F
      1 00000002000A0004001020
      2 00000002000B000000101D
      2 00000002000B000100101E
      1 00000002000B000200101F
      1 00000002000B0003001020
      1 00000002000B0004001021
      1 00000002000C000000101E
      2 00000002000C0002001020
      1 00000002000C0003001021
      2 00000002000C0004001022
      1 00000002000D000000101F
      1 00000002000D0001001020
      1 00000002000D0002001021
      1 00000002000D0003001022
      1 00000002000D0004001023
      1 00000002000E0000001020
      1 00000002000E0001001021
      2 00000002000E0002001022
      1 00000002000E0004001024
      2 00000002000F0000001021
      2 00000002000F0001001022
      1 00000002000F0002001023
      1 00000002000F0003001024
      1 00000002000F0004001025
      1 0000002000A0E5020010B7
      1 0000002000A0E8020010BA
      1 0000002000A5E7020010BE
      1 0000002000A7E6020010BF
    143 0000002000A7E8020010C1
      1 0000002000AEE7020010C7
      1 0000002000AFE4020010C5
      1 0000002000B0E5020010C7
      1 0000002000B6E7020010CF
      1 0000002000B7E6020010CF
      1 0000002000B8E5020010CF
      1 0000002000BBE4020010D1
      1 0000002000BFE6020010D7
      1 0000002000C3E4020010D9
      1 0000002000C6E7020010DF
      1 0000002000C7E6020010DF
      1 0000002000C9E5020010E0
      1 0000002000CBE4020010E1
      1 0000002000CEE7020010E7
      1 0000002000CFE6020010E7
      1 0000002000D0E5020010E7
      1 0000002000D3E4020010E9
      5 0000002000D50000001005
      1 0000002000D6E7020010EF
      1 0000002000D7E6020010EF
      1 0000002000D9E5020010F0
      1 0000002000DBE4020010F1
      1 0000002000DBE7020010F4
      1 0000002000E0E6020010F8
      1 0000002000E1E5020010F8
      1 0000002000E3E4020010F9
      1 0000002000E3E7020010FC
      1 0000002000E8E5020010FF
      1 0000002000E8E602001000
      1 0000002000EBE402001001
      1 0000002000EBE702001004
     18 0000002000EEE302004033
      1 0000002000F1E502001008
      1 0000002000F3E302004038
      1 0000002000F3E402001009
      1 0000002000F3E70200100C
      1 0000002000F9E502001010
      1 0000002000F9E602001011
      1 0000002000FBE302004040
      1 0000002000FBE702001014
      1 00000002001A000000102C
      1 00000002001A000100102D
      1 00000002001A000300102F
      1 00000002001A0004001030
      1 00000002001B000000102D
      1 00000002001B000100102E
      1 00000002001B000200102F
      1 00000002001B0003001030
      1 00000002001B0004001031
      2 00000002001C000000102E
      2 00000002001C000100102F
      1 00000002001C0002001030
      1 00000002001C0003001031
      1 00000002001C0004001032
      1 00000002001D000000102F
      1 00000002001D0001001030
      1 00000002001D0002001031
      2 00000002001D0003001032
      2 00000002001D0004001033
      1 00000002001E0000001030
      1 00000002001E0001001031
      1 00000002001E0002001032
      1 00000002001E0003001033
      1 00000002001E0004001034
      1 00000002001F0000001031
      1 00000002001F0001001032
      1 00000002001F0003001034
      1 00000002001F0004001035
      3 0002001A00D60000004032
      1 00000002002A000000103C
      1 00000002002A000100103D
      2 00000002002A000200103E
      2 00000002002A000300103F
      1 00000002002B000000103D
      1 00000002002B000100103E
      1 00000002002B000200103F
      1 00000002002B0003001040
      1 00000002002C000000103E
      1 00000002002C000100103F
      1 00000002002C0002001040
      1 00000002002C0003001041
      2 00000002002D000000103F
      1 00000002002D0001001040
      1 00000002002D0002001041
      1 00000002002D0003001042
      1 00000002002E0000001040
      2 00000002002E0001001041
      2 00000002002E0002001042
      2 00000002002E0003001043
      1 00000002002F0000001041
      1 00000002002F0001001042
      1 00000002002F0002001043
      2 00000002002F0003001044
      2 00000002003A000000104C
      1 00000002003A000100104D
      1 00000002003A000200104E
      1 00000002003A000300104F
      1 00000002003B000000104D
      2 00000002003B000100104E
      2 00000002003B000200104F
      1 00000002003B0003001050
      1 00000000002100D6004037
      4 0000002100D50000001006
      8 0000002200A7E8020010C3
      1 0000002200BEE7020010D9
      4 0000002200D50000001007
      1 0000002200FBE302004042
      1 0000002300A7E4020010C0
     25 0000002300A7E8020010C4
      1 0000002300AFE6020010CA
      1 0000002300B6E4020010CF
      2 0000002300D50000001008
      1 0000002300EEE302004036
      1 0000002300F0E60200100B
      3 0000002400D50000001009
    322 0002440C00030100001066
     21 0002440C00030100004096
      1 000000002500D600403B
      3 0000002500D5000000100A
